frame, time,Joint1: JointValue (degree),Joint1: JointVel (degree/s),Joint1: JointAccl (degree/s^2),Joint2: JointValue (degree),Joint2: JointVel (degree/s),Joint2: JointAccl (degree/s^2),Joint3: JointValue (degree),Joint3: JointVel (degree/s),Joint3: JointAccl (degree/s^2),Joint4: JointValue (degree),Joint4: JointVel (degree/s),Joint4: JointAccl (degree/s^2),Joint5: JointValue (degree),Joint5: JointVel (degree/s),Joint5: JointAccl (degree/s^2),Joint6: JointValue (degree),Joint6: JointVel (degree/s),Joint6: JointAccl (degree/s^2),
111,0.346092184368738,5.76206974898336,46.7392629484018,225.470303478517,52.3172403346889,-62.3190172645357,-300.62707130469,59.0396550418361,-7.78987715806696,-37.5783839130862,0,0,0,1.92068991632779,15.5797543161339,75.1567678261724,0,0,0,
112,0.349238476953908,5.91024199373052,47.4494788930192,225.985841684952,52.1196773416926,-63.2659718573589,-301.314455579936,59.0149596677116,-7.90824648216987,-37.664306947492,0,0,0,1.97008066457684,15.8164929643397,75.3286138949841,0,0,0,
113,0.352384769539078,6.06065127825482,48.161260528172,226.465550936655,51.9191316289936,-64.2150140375627,-301.95406791554,58.9898914536242,-8.02687675469533,-37.7442584894425,0,0,0,2.02021709275161,16.0537535093907,75.4885169788851,0,0,0,
114,0.355531062124249,6.21330235121071,48.874495004348,226.90935517806,51.7155968650524,-65.1659933391307,-302.545806904081,58.9644496081315,-8.14574916739134,-37.8182258630101,0,0,0,2.0711007837369,16.2914983347827,75.6364517260201,0,0,0,
115,0.358677354709419,6.36819960582804,49.5890692416942,227.317184046166,51.5090671922293,-66.1187589889256,-303.089578728222,58.9386333990287,-8.2648448736157,-37.8861973410277,0,0,0,2.12273320194268,16.5296897472314,75.7723946820554,0,0,0,
116,0.361823647294589,6.52534707921547,50.304869947945,227.688972881692,51.2995372277127,-67.0731599305933,-303.585297175589,58.9124421534641,-8.38414499132417,-37.9481621469486,0,0,0,2.17511569307182,16.7682899826483,75.8963242938972,0,0,0,
117,0.36496993987976,6.68474845172043,51.0217836363841,228.024662739328,51.0870020643728,-68.0290448485121,-304.032883652437,58.8858752580466,-8.50363060606401,-38.0041104565546,0,0,0,2.22824948390681,17.007261212128,76.0082209131092,0,0,0,
118,0.36811623246493,6.84640704634565,51.7396966438372,228.324200397082,50.8714572715391,-68.986262191783,-304.432267196109,58.8589321589424,-8.62328277397287,-38.0540333995136,0,0,0,2.28213568211522,17.2465655479458,76.1080667990272,0,0,0,
119,0.3712625250501,7.01032582822225,52.4584951486931,228.587538364717,50.6528988957037,-69.9446601982575,-304.783384486289,58.831612361963,-8.74308252478219,-38.0979230607861,0,0,0,2.33677527607408,17.4861650495644,76.1958461215722,0,0,0,
120,0.374408817635271,7.17650740413968,53.1780651889491,228.81463489128,50.4313234611471,-70.9040869185988,-305.08617985504,58.8039154326434,-8.86301086482485,-38.13577248188,0,0,0,2.39216913471323,17.7260217296497,76.2715449637601,0,0,0,
121,0.377555110220441,7.34495402213243,53.8982926802793,229.005453971724,50.2067279704901,-71.8643902403724,-305.340605295632,58.7758409963113,-8.98304878004655,-38.167575661954,0,0,0,2.44831800737748,17.9660975600931,76.335151323908,0,0,0,
122,0.380701402805611,7.51566757112357,54.6190634341222,229.159965352612,49.9791099051686,-72.8254179121629,-305.546620470149,58.7473887381461,-9.10317723902036,-38.1933275587687,0,0,0,2.50522252370786,18.2063544780407,76.3866551175374,0,0,0,
123,0.383847695390782,7.68864958062532,55.3402631757846,229.278144536918,49.7484672258329,-73.7870175677128,-305.70419271589,58.7185584032291,-9.2233771959641,-38.2130240894863,0,0,0,2.56288319354177,18.4467543919282,76.4260481789725,0,0,0,
124,0.386993987975952,7.86390122049654,56.0617775625596,229.359972787906,49.5147983726713,-74.7490367500795,-305.813297050541,58.6893497965839,-9.34362959375993,-38.2266621313176,0,0,0,2.62130040683218,18.6872591875199,76.4533242626353,0,0,0,
125,0.390140280561122,8.04142330075721,56.7834922018546,229.405437132107,49.2781022656571,-75.7113229358061,-305.873916176142,58.6597627832071,-9.46391536697576,-38.2342395220178,0,0,0,2.68047443358574,18.9278307339515,76.4684790440355,0,0,0,
126,0.393286573146293,8.22121627146008,57.505292669328,229.414530361369,49.0383783047199,-76.6737235591039,-305.886040481826,58.62979728809,-9.58421544488799,-38.2357550602282,0,0,0,2.74040542382003,19.168430889776,76.4715101204564,0,0,0,
127,0.396432865731463,8.40328022261926,58.2270645270305,229.387251034007,48.795626369841,-77.6360860360407,-305.849668045342,58.5994532962301,-9.70451075450509,-38.2312085056678,0,0,0,2.80109340753975,19.4090215090102,76.4624170113355,0,0,0,
128,0.399579158316633,8.58761488419598,58.948693341549,229.323603475023,48.549846821072,-78.598257788732,-305.764804633364,58.568730852634,-9.8247822235915,-38.2206005791706,0,0,0,2.86253829473199,19.649564447183,76.4412011583411,0,0,0,
129,0.402725450901804,8.77421962614137,59.6700647021489,229.22359777543,48.3010404984782,-79.5600862695319,-305.631463700573,58.5376300623098,-9.94501078369149,-38.2039329625716,0,0,0,2.92473987538046,19.890021567383,76.4078659251432,0,0,0,
130,0.405871743486974,8.9630934584964,60.3910642389139,229.087249790643,48.0492087220048,-80.5214189852185,-305.449666387523,58.5061510902506,-10.0651773731523,-38.1812082984404,0,0,0,2.9876978194988,20.1303547463046,76.3624165968808,0,0,0,
131,0.409018036072144,9.15423503154879,61.1115776408783,228.914581137971,47.7943532912683,-81.4821035211711,-305.219441517295,58.4742941614085,-10.1852629401464,-38.1524301896618,0,0,0,3.05141167718293,20.3705258802928,76.3048603793236,0,0,0,
132,0.412164328657315,9.347642636047,61.831490674151,228.705619193189,47.5364764852707,-82.4419875655346,-304.940825590918,58.4420595606588,-10.3052484456918,-38.1176031988648,0,0,0,3.11588087868233,20.6104968913837,76.2352063977296,0,0,0,
133,0.415310621242485,9.54331420347127,62.5506892000262,228.460397086195,47.2755810620383,-83.4009189333682,-304.613862781593,58.4094476327548,-10.425114866671,-38.0767328476992,0,0,0,3.18110473449042,20.8502297333421,76.1534656953983,0,0,0,
134,0.418456913827655,9.74124730636152,63.2690591930798,228.17895369576,47.0116702581846,-84.3587455907731,-304.23860492768,58.3764587822731,-10.5448431988466,-38.0298256159601,0,0,0,3.24708243545384,21.0896863976933,76.0596512319201,0,0,0,
135,0.421603206412826,9.94143915870226,63.9864867592477,227.861333643364,46.744747788397,-85.3153156789969,-303.815111524485,58.3430934735496,-10.6644144598746,-37.9768889405607,0,0,0,3.31381305290075,21.3288289197492,75.9537778811213,0,0,0,
136,0.424749498997996,10.1438866163642,64.7028581538828,227.507587286119,46.4748178448477,-86.2704775385104,-303.343449714825,58.309352230606,-10.7838096923138,-37.9179312143531,0,0,0,3.38129553878808,21.5676193846276,75.8358624287062,0,0,0,
137,0.427895791583166,10.348586177603,65.418059799789,227.117770708786,46.2018850965294,-87.2240797330521,-302.823694278382,58.2752356370662,-10.9030099666315,-37.8529617847977,0,0,0,3.44952872586765,21.806019933263,75.7059235695954,0,0,0,
138,0.431042084168337,10.5555339836139,66.1319783052282,226.691945714887,45.9259546885147,-88.1759710736375,-302.25592761985,58.2407443360643,-11.0219963842047,-37.7819909524812,0,0,0,3.51851132787132,22.0439927684094,75.5639819049624,0,0,0,
139,0.434188376753507,10.7647258191444,66.8445004818977,226.230179816901,45.6470322411408,-89.1260006425302,-301.640239755868,58.2058790301426,-11.1407500803163,-37.7050299694834,0,0,0,3.58824193971479,22.2815001606326,75.4100599389669,0,0,0,
140,0.437334669338677,10.9761571131615,67.5555133628762,225.732546225561,45.365123849118,-90.0740178171682,-300.976728300748,58.1706404811397,-11.259252227146,-37.6220910375935,0,0,0,3.65871903772051,22.518504454292,75.244182075187,0,0,0,
141,0.440480961923848,11.1898229395774,68.2649042205337,225.199123838251,45.0802360805635,-91.0198722940449,-300.265498451001,58.1350295100704,-11.3774840367556,-37.5331873063752,0,0,0,3.72994097985913,22.7549680735112,75.0663746127504,0,0,0,
142,0.443627254509018,11.4057180180298,68.9725605844043,224.629997226493,44.7923759759603,-91.9634141125391,-299.506662968657,58.099046996995,-11.4954267640674,-37.4383328710821,0,0,0,3.80190600600993,22.9908535281348,74.8766657421642,0,0,0,
143,0.446773547094188,11.6238367147194,69.6783702590175,224.025256622538,44.5015510470408,-92.9044936786901,-298.700342163385,58.0626938808801,-11.6130617098363,-37.3375427704231,0,0,0,3.87461223823981,23.2261234196725,74.6750855408461,0,0,0,
144,0.449919839679359,11.8441730433032,70.3822213416865,223.384997905066,44.2077692755957,-93.8429617889153,-297.846663873422,58.0259711594495,-11.7303702236144,-37.2308329841777,0,0,0,3.94805768110108,23.4607404472288,74.4616659683555,0,0,0,
145,0.453066132264529,12.0667206658433,71.0840022402495,222.709322583979,43.9110391122089,-94.778669653666,-296.945763445305,57.9888798890261,-11.8473337067082,-37.1182204306631,0,0,0,4.02224022194777,23.6946674134165,74.2364408613262,0,0,0,
146,0.456212424849699,12.291472893812,71.7836016907625,221.998337784307,43.6113694749174,-95.7114689210166,-295.997783712409,57.9514211843647,-11.9639336151271,-36.9997229640511,0,0,0,4.09715763127066,23.9278672302542,73.9994459281023,0,0,0,
147,0.45935871743487,12.518422689152,72.4809087751393,221.252156229229,43.3087697477973,-96.6412117001858,-295.002874972305,57.9135962184747,-12.0801514625232,-36.8753593715381,0,0,0,4.17280756305067,24.1603029250464,73.7507187430762,0,0,0,
148,0.46250501002004,12.7475626653926,73.1758129387375,220.470896222196,43.0032497794765,-97.5677505849834,-293.961194962928,57.8754062224346,-12.1959688231229,-36.745149370366,0,0,0,4.24918755513088,24.3919376462458,73.490298740732,0,0,0,
149,0.46565130260521,12.9788850888205,73.8682040078858,219.654681628179,42.6948198815726,-98.4909386771811,-292.872908837572,57.8368524851966,-12.3113673346476,-36.6091136046965,0,0,0,4.32629502960685,24.6227346692953,73.218227209393,0,0,0,
150,0.468797595190381,13.212381879706,74.5579722073519,218.803641854026,42.3834908270586,-99.4106296098025,-291.738189138702,57.7979363533823,-12.4263287012253,-36.4672736423377,0,0,0,4.40412729323534,24.8526574024506,72.9345472846754,0,0,0,
151,0.471943887775551,13.448044613584,75.2450081777466,217.91791182795,42.0692738485546,-100.326677570329,-290.5572157706,57.7586592310693,-12.5408346962911,-36.319651971325,0,0,0,4.48268153786134,25.0816693925822,72.63930394265,0,0,0,
152,0.475090180360721,13.6858645225898,75.9292029928625,216.997631978133,41.7521806365469,-101.238937323817,-289.330175970844,57.7190225795684,-12.6548671654771,-36.1662719963555,0,0,0,4.56195484086327,25.3097343309542,72.332543992711,0,0,0,
153,0.478236472945892,13.9258324968489,76.6104481769434,216.042948210463,41.4322233375348,-102.147264235924,-288.057264280618,57.6790279171918,-12.7684080294906,-36.0071580350772,0,0,0,4.64194416561631,25.5368160589811,72.0143160701545,0,0,0,
154,0.481382765531062,14.1679390859218,77.2886357218827,215.054011885404,41.1094145521043,-103.051514295844,-286.738682513872,57.638676819013,-12.8814392869804,-35.842335314234,0,0,0,4.72264636197393,25.7628785739609,71.684670628468,0,0,0,
155,0.484529058116232,14.4121745003017,77.9636581043478,214.030979793993,40.7837673329311,-103.95154413913,-285.374639725324,57.5979709166164,-12.9939430173913,-35.6718299656655,0,0,0,4.80405816676723,25.9878860347826,71.3436599313311,0,0,0,
156,0.487675350701403,14.6585286129672,78.635408302827,212.974014132988,40.4552951827104,-104.847211070436,-283.965352177317,57.5569118978388,-13.1059013838045,-35.4956690221646,0,0,0,4.88617620432239,26.211802767609,70.9913380443292,0,0,0,
157,0.490821643286573,14.9069909609874,79.3037798145975,211.883282479145,40.1240120520168,-105.73837308613,-282.511043305527,57.5155015065021,-13.2172966357662,-35.3138804131909,0,0,0,4.96899698699579,26.4345932715325,70.6277608263818,0,0,0,
158,0.493967935871743,15.1575507471811,79.9686666726109,210.758957762659,39.7899323370919,-106.624888896814,-281.011943683545,57.4737415421365,-13.3281111121018,-35.1264929604432,0,0,0,5.05251691572702,26.6562222242036,70.2529859208863,0,0,0,
159,0.497114228456914,15.4101968418283,80.6299634622935,209.601218239737,39.4530708775622,-107.506617949725,-279.468290986316,57.4316338596953,-13.4383272437156,-34.9335363732895,0,0,0,5.13673228060945,26.8766544874312,69.867072746579,0,0,0,
160,0.500260521042084,15.6649177844353,81.2875653382596,208.410247464343,39.1134429540863,-108.383420451013,-277.880329952458,57.3891803692608,-13.5479275563766,-34.7350412440572,0,0,0,5.22163926147844,27.0958551127532,69.4700824881145,0,0,0,
161,0.503406813627254,15.921701785551,81.9413680409341,207.186234259095,38.771064285932,-109.255157387912,-276.24831234546,57.3463830357415,-13.656894673489,-34.5310390431825,0,0,0,5.307233928517,27.313789346978,69.0620780863649,0,0,0,
162,0.506553106212425,16.1805367286366,82.5912679130823,205.929372685324,38.4259510284846,-110.121690550776,-274.572496913766,57.3032438785606,-13.765211318847,-34.3215621142207,0,0,0,5.39351224287886,27.5304226376941,68.6431242284414,0,0,0,
163,0.509699398797595,16.4414101719863,83.2371619162441,204.639862012314,38.0781197706849,-110.982882554992,-272.853149349752,57.2597649713356,-13.872860319374,-34.106643668719,0,0,0,5.48047005732878,27.745720638748,68.213287337438,0,0,0,
164,0.512845691382766,16.7043093507003,83.8789476470707,203.317906685702,37.7275875323996,-111.838596862761,-271.090542247602,57.21594844155,-13.9798246078451,-33.8863177809503,0,0,0,5.56810311690009,27.9596492156902,67.7726355619006,0,0,0,
165,0.515991983967936,16.969221178708,84.5165233535596,201.963716295067,37.3743717617227,-112.688697804746,-269.28495506009,57.1717964702153,-14.0860872255933,-33.6606193825112,0,0,0,5.65640705956932,28.1721744511865,67.3212387650224,0,0,0,
166,0.519138276553106,17.2361322508431,85.1497879511875,200.577505540702,37.0184903322092,-113.533050601583,-267.43667405427,57.1273112915261,-14.1916313251979,-33.4295842567837,0,0,0,5.74537741694771,28.3832626503958,66.8591685135675,0,0,0,
167,0.522284569138277,17.5050288449692,85.778641038936,199.159494199572,36.6599615400411,-114.371521385248,-265.545992266096,57.0824951925051,-14.296440173156,-33.193249033262,0,0,0,5.83500961498973,28.592880346312,66.386498066524,0,0,0,
168,0.525430861723447,17.7758969241546,86.4029829152104,197.709907090469,36.2988041011271,-115.20397722028,-263.613209453958,57.0373505126409,-14.4004971525351,-32.9516511817448,0,0,0,5.92529897471821,28.8009943050701,65.9033023634896,0,0,0,
169,0.528577154308617,18.0487221388987,87.0227145936465,196.22897403837,35.9350371481351,-116.030286124862,-261.638632051161,56.9918796435169,-14.5037857656077,-32.7048290063951,0,0,0,6.01624071296622,29.0075715312155,65.4096580127901,0,0,0,
170,0.531723446893788,18.3234898294061,87.6377378188045,194.716929838,35.5686802274585,-116.850317091739,-259.622573117334,56.9460850284323,-14.6062896364674,-32.4528216396667,0,0,0,6.10782994313537,29.2125792729348,64.9056432793334,0,0,0,
171,0.534869739478958,18.6001850279117,88.2479550817472,193.174014216604,35.1997532961177,-117.663940108996,-257.565352288805,56.8999691620147,-14.7079925136245,-32.1956690361006,0,0,0,6.20006167597058,29.4159850272491,64.3913380722012,0,0,0,
172,0.538016032064128,18.8787924610534,88.8532696354989,191.600471795938,34.8282767185955,-118.471026180665,-255.467295727918,56.8535345898244,-14.8088782725831,-31.9334119659897,0,0,0,6.29293082035112,29.6177565451663,63.8668239319795,0,0,0,
173,0.541162324649299,19.1592965522932,89.4535855103848,189.996552053493,34.454271263609,-119.27144734718,-253.328736071324,56.8067839079511,-14.9089309183975,-31.6660920089155,0,0,0,6.38643218409775,29.8178618367949,63.3321840178311,0,0,0,
174,0.544308617234469,19.4416814243878,90.0488075292463,188.362509282932,34.0777581008163,-120.065076705662,-251.150012377243,56.759719762602,-15.0081345882077,-31.3937515471554,0,0,0,6.48056047479592,30.0162691764154,62.7875030943108,0,0,0,
175,0.547454909819639,19.7259309019047,90.6388413225307,186.69860255378,33.6987587974605,-120.851788430041,-248.931470071707,56.7123448496826,-15.1064735537551,-31.1164337589634,0,0,0,6.57531030063489,30.2129471075102,62.2328675179268,0,0,0,
176,0.55060120240481,20.0120285137876,91.2235933432535,185.005095670346,33.3172953149499,-121.631457791005,-246.673460893795,56.6646619143687,-15.2039322238756,-30.8341826117244,0,0,0,6.67067617126252,30.4078644477512,61.6683652234487,0,0,0,
177,0.55374749498998,20.2999574959674,91.8029708818292,183.282257129899,32.9333900053768,-122.403961175772,-244.376342839866,56.6166737506721,-15.3004951469715,-30.5470428549832,0,0,0,6.76665249865579,30.6009902939431,61.0940857099665,0,0,0,
178,0.55689378757515,20.5897007940202,92.3768820807704,181.530360080101,32.5470656079731,-123.169176107694,-242.040480106802,56.5683832009966,-15.3961470134617,-30.2550600133502,0,0,0,6.86323359800673,30.7922940269235,60.5101200267005,0,0,0,
179,0.560040080160321,20.8812410658711,92.9452359492514,179.749682275698,32.1583452455052,-123.926981265668,-239.666243034264,56.5197931556881,-15.4908726582086,-29.958280379283,0,0,0,6.96041368862371,30.9817453164171,59.916560758566,0,0,0,
180,0.563186372745491,21.1745606845439,93.5079423775338,177.940506034484,31.7672524206081,-124.677256503378,-237.254008045979,56.470906552576,-15.5846570629223,-29.6567510057473,0,0,0,7.05818689484796,31.1693141258446,59.3135020114946,0,0,0,
181,0.566332665330661,21.4696417409554,94.0649121512538,176.103118192542,31.3738110120595,-125.419882868338,-234.804157590056,56.4217263765074,-15.6774853585423,-29.350519698757,0,0,0,7.15654724698512,31.3549707170846,58.7010393975141,0,0,0,
182,0.569478957915832,21.7664660467551,94.6160569655658,174.237810058768,30.9780452709932,-126.154742620754,-232.317080078357,56.3722556588741,-15.7693428275943,-29.0396350097946,0,0,0,7.25548868225171,31.5386856551886,58.0792700195893,0,0,0,
183,0.572625250501002,22.065015137209,95.1612894391435,172.344877368682,30.5799798170547,-126.881719252191,-229.793169824909,56.3224974771318,-15.8602149065239,-28.7241462281137,0,0,0,7.35500504573632,31.7204298130478,57.4482924562274,0,0,0,
184,0.575771543086172,22.3652702741265,95.7005231280333,170.424620237545,30.179639634498,-127.600697504044,-227.232826983393,56.2724549543122,-15.9500871880056,-28.4041033729242,0,0,0,7.45509009137551,31.9001743760111,56.8082067458483,0,0,0,
185,0.578917835671343,22.6672124488321,96.2336725393596,168.477343112774,29.7770500682239,-128.311563385813,-224.636457483698,56.222131258528,-16.0389454232266,-28.0795571854623,0,0,0,7.55573748294403,32.0778908464532,56.1591143709246,0,0,0,
186,0.582064128256513,22.9708223851783,96.7606531448795,166.503354725674,29.3722368197623,-129.014204193173,-222.004472967566,56.1715296024703,-16.1267755241466,-27.7505591209457,0,0,0,7.65694079505942,32.2535510482932,55.5011182418914,0,0,0,
187,0.585210420841683,23.2760805426023,97.2813813943843,164.502968042492,28.965225943197,-129.708508525846,-219.337290723323,56.1206532428996,-16.2135635657307,-27.4171613404154,0,0,0,7.75869351420075,32.4271271314614,54.8343226808308,0,0,0,
188,0.588356713426854,23.5829671192237,97.7957747289457,162.476500214796,28.556043841035,-130.394366305261,-216.635333619728,56.0695054801294,-16.2992957881576,-27.0794167024659,0,0,0,7.86098903974125,32.5985915763152,54.1588334049319,0,0,0,
189,0.591503006012024,23.8914620549846,98.3037515940054,160.42427252919,28.1447172600206,-131.071668792007,-213.89903003892,56.0180896575026,-16.3839585990009,-26.737378754865,0,0,0,7.96382068499485,32.7679171980018,53.47475750973,0,0,0,
190,0.594649298597194,24.201545034829,98.8052314523051,158.346610356382,27.7312732868947,-131.740308603073,-211.128813808509,55.9664091608618,-16.4675385753842,-26.3911017260636,0,0,0,8.06718167827632,32.9350771507684,52.7822034521272,0,0,0,
191,0.597795591182365,24.5131954919246,99.3001347966553,156.24384309959,27.3157393441005,-132.400179728874,-208.325124132787,55.9144674180126,-16.5500224661092,-26.0406405165984,0,0,0,8.17106516397487,33.1000449322184,52.0812810331967,0,0,0,
192,0.600941883767535,24.8263926109232,99.7883831625408,154.116304142325,26.8981431854357,-133.051177550054,-205.4884055231,55.8622678981795,-16.6313971937568,-25.6860506903875,0,0,0,8.27546420364107,33.2627943875136,51.3721013807749,0,0,0,
193,0.604088176352705,25.1411153312608,100.269899140561,151.964330795527,26.4785128916522,-133.693198854081,-202.619107727369,55.8098141114565,-16.7116498567601,-25.3273884659212,0,0,0,8.38037177708694,33.4232997135202,50.6547769318423,0,0,0,
194,0.607234468937876,25.4573423504968,100.744606388702,149.788264244091,26.0568768660043,-134.326141851602,-199.717685658788,55.7571096082505,-16.7907677314503,-24.9647107073485,0,0,0,8.48578078349894,33.5815354629005,49.929421414697,0,0,0,
195,0.610380761523046,25.7750521276913,101.212429644441,147.588449492773,25.633263829745,-134.949906192588,-196.784599323697,55.7041579787181,-16.8687382740735,-24.5980749154621,0,0,0,8.59168404256376,33.7374765481469,49.1961498309242,0,0,0,
196,0.613527054108216,26.0942228868203,101.673294736679,145.365235311488,25.207702817573,-135.564392982239,-193.820313748651,55.6509628521966,-16.9455491227799,-24.2275392185814,0,0,0,8.69807429560675,33.8910982455598,48.4550784371627,0,0,0,
197,0.616673346693387,26.4148326202283,102.127128597501,143.11897418002,24.780223173029,-136.169504796668,-190.825298906693,55.5975278966286,-17.0211880995835,-23.8531623633366,0,0,0,8.80494420674275,34.042376199167,47.7063247266732,0,0,0,
198,0.619819639278557,26.7368590921174,102.573859273757,140.850022232131,24.3508545438435,-136.765145698343,-187.800029642841,55.5438568179804,-17.0956432122929,-23.4750037053551,0,0,0,8.91228636403912,34.1912864245858,46.9500074107103,0,0,0,
199,0.622965931863728,27.0602798420727,103.013415938475,138.558739199105,23.9196268772364,-137.3512212513,-184.744985598806,55.4899533596546,-17.1689026564125,-23.0931231998508,0,0,0,9.0200932806909,34.3378053128249,46.1862463997015,0,0,0,
200,0.626112224448898,27.3850721886234,103.445728902085,136.245488352708,23.4865704151688,-137.927638536113,-181.660651136944,55.4358213018961,-17.2409548170141,-22.707581392118,0,0,0,9.12835739620781,34.4819096340283,45.415162784236,0,0,0,
201,0.629258517034068,27.7112132328387,103.870729623472,133.910636447598,23.0517156895484,-138.49430616463,-178.547515263464,55.3814644611936,-17.3117882705787,-22.318439407933,0,0,0,9.23707107761289,34.6235765411574,44.636878815866,0,0,0,
202,0.632404809619239,28.0386798619582,104.288350720842,131.554553663174,22.615093517389,-139.051134294456,-175.406071550899,55.3268866896736,-17.381391786807,-21.9257589438623,0,0,0,9.34622662065274,34.762783573614,43.8515178877247,0,0,0,
203,0.635551102204409,28.3674487530567,104.698525982403,129.177613544889,22.1767349959244,-139.598034643204,-172.236818059852,55.2720918744906,-17.4497543304005,-21.5296022574815,0,0,0,9.45581625101889,34.8995086608011,43.0592045149629,0,0,0,
204,0.638697394789579,28.6974963767415,105.101190376865,126.780192945023,21.736671497678,-140.134920502487,-169.040257260031,55.2170839372098,-17.5168650628109,-21.1300321575038,0,0,0,9.5658321255805,35.0337301256218,42.2600643150076,0,0,0,
205,0.64184368737475,29.0287990008832,105.49628006375,124.362671962938,21.2949346654891,-140.661706751666,-165.816895950584,55.1618668331861,-17.5827133439582,-20.727111993823,0,0,0,9.67626633362774,35.1654266879165,41.454223987646,0,0,0,
206,0.64498997995992,29.3613326943782,105.88373240351,121.925433884813,20.8515564074957,-141.178309871346,-162.567245179751,55.106444550937,-17.6472887339183,-20.3209056474689,0,0,0,9.78711089812607,35.2945774678366,40.6418112949378,0,0,0,
207,0.64813627254509,29.6950733309428,106.263485967464,119.468865122878,20.4065688920763,-141.684647956619,-159.291820163837,55.0508211115095,-17.7105809945774,-19.9114775204797,0,0,0,9.89835777698093,35.4211619891547,39.8229550409593,0,0,0,
208,0.651282565130261,30.0299965929383,106.635480547535,116.993355154146,19.960004542749,-142.180640730046,-155.991140205528,54.9950005678436,-17.7725800912558,-19.498892525691,0,0,0,10.0099988643128,35.5451601825116,38.9977850513821,0,0,0,
209,0.654428857715431,30.3660779752266,106.999657165792,114.499296458669,19.5118960330312,-142.66620955439,-152.665728611559,54.9389870041289,-17.8332761942987,-19.0832160764448,0,0,0,10.1220259917422,35.6665523885974,38.1664321528896,0,0,0,
210,0.657575150300601,30.7032927890552,107.355958083807,111.987084457307,19.0622762812597,-143.141277445076,-149.316112609743,54.8827845351575,-17.8926596806345,-18.6645140762179,0,0,0,10.2344309296851,35.7853193612691,37.3290281524357,0,0,0,
211,0.660721442885772,31.0416161659716,107.704326811804,109.45711744904,18.6111784453712,-143.605769082406,-145.942823265387,54.8263973056714,-17.9507211353007,-18.2428529081734,0,0,0,10.3472053886572,35.9014422706014,36.4857058163468,0,0,0,
212,0.663867735470942,31.381023061766,108.044708117618,106.909796547817,18.1586359176453,-144.05961082349,-142.54639539709,54.7698294897057,-18.0074513529363,-17.8182994246362,0,0,0,10.4603410205887,36.0149027058725,35.6365988492724,0,0,0,
213,0.667014028056112,31.721488260442,108.377048035449,104.345525618963,17.7046823194107,-144.502730713932,-139.12736749195,54.7130852899263,-18.0628413392415,-17.3909209364938,0,0,0,10.5738294201473,36.125682678483,34.7818418729875,0,0,0,
214,0.670160320641283,32.0629863782142,108.701293874423,101.764711215145,17.2493514957144,-144.935058499231,-135.686281620193,54.6561689369643,-18.1168823124038,-16.9607852025242,0,0,0,10.6876621260714,36.2337646248076,33.9215704050483,0,0,0,
215,0.673306613226453,32.4054918675333,109.017394226941,99.1677625119205,16.7926775099556,-145.356525635921,-132.223683349227,54.5990846887444,-18.1695657044901,-16.5279604186534,0,0,0,10.8018306225111,36.3391314089802,33.0559208373068,0,0,0,
216,0.676452905811623,32.7489790211359,109.32529897683,96.5550912428599,16.3346946384855,-145.76706530244,-128.740121657147,54.5418368298107,-18.220883162805,-16.0925152071433,0,0,0,10.9163263403786,36.44176632561,32.1850304142866,0,0,0,
217,0.679599198396794,33.0934219761204,109.624959307293,93.9271116342702,15.8754373651728,-146.166612409724,-125.236148845694,54.4844296706466,-18.2708265512155,-15.6545186057117,0,0,0,11.0311406587068,36.541653102431,31.3090372114234,0,0,0,
218,0.682745490981964,33.4387947180478,109.916327708643,91.284240339521,15.4149403759363,-146.555103611524,-121.712320452695,54.426867546992,-18.3193879514405,-15.2140400565868,0,0,0,11.1462649060159,36.638775902881,30.4280801131737,0,0,0,
219,0.685891783567134,33.7850710850658,110.199357985839,88.6268963729863,14.9532385532456,-146.932477314452,-118.169195163982,54.3691548191557,-18.3665596643065,-14.7711493954977,0,0,0,11.2616903616886,36.733119328613,29.5422987909954,0,0,0,
220,0.689038076152305,34.1322247720567,110.474005265809,85.9555010436119,14.490366970591,-147.298673687745,-114.607334724816,54.3112958713239,-18.4123342109681,-14.325916840602,0,0,0,11.3774082573522,36.8246684219363,28.651833681204,0,0,0,
221,0.692184368737475,34.4802293348082,110.740226004564,83.2704778881181,14.0263608869225,-147.653634672752,-111.027303850824,54.2532951108653,-18.4567043340939,-13.878412981353,0,0,0,11.4934097782694,36.9134086681879,27.756825962706,0,0,0,
222,0.695330661322645,34.8290581942054,110.997977994102,80.5722526038516,13.5612557410595,-147.997303992136,-107.429670138469,54.1951569676324,-18.499662999017,-13.4287087673086,0,0,0,11.6096860647351,36.9993259980339,26.8574175346172,0,0,0,
223,0.698476953907816,35.1786846404454,111.2472203691,77.8612529812916,13.0950871460728,-148.3296271588,-103.815003975056,54.1368858932591,-18.54120339485,-12.9768754968819,0,0,0,11.7262282134818,37.0824067897001,25.9537509937639,0,0,0,
224,0.701623246492986,35.529081837272,111.487913613394,75.1379088362268,12.6278908836373,-148.650551484526,-100.183878448302,54.0784863604547,-18.5813189355657,-12.5229848060378,0,0,0,11.8430272790907,37.1626378711314,25.0459696120756,0,0,0,
225,0.704769539078156,35.8802228262299,111.720019566242,72.4026519416098,12.1597028983601,-148.960026088323,-96.5368692554797,54.019962862295,-18.6200032610404,-12.067108656935,0,0,0,11.96007427541,37.2400065220807,24.1342173138699,0,0,0,
